"","bathrm","hf_bathrm","heat","ac","rooms","bedrm","ayb","yr_rmdl","eyb","stories","saledate","price","gba","style","grade","extwall","kitchens","fireplaces","landarea"
"529",1,1,"Warm Cool","Y",7,3,1946,NA,1960,2,"2017-03-02 00:00:00",434400,1232,"2 Story","Above Average","Common Brick",1,1,4414
"530",2,0,"Wall Furnace","Y",5,4,1923,2018,1964,1.25,"2018-05-24 00:00:00",455000,996,"1.5 Story Fin","Average","Vinyl Siding",1,0,5969
"531",1,0,"Warm Cool","Y",5,2,1923,NA,1954,2,"2000-01-27 00:00:00",89100,934,"2 Story","Average","Vinyl Siding",1,0,6829
"532",3,1,"Ht Pump","Y",7,4,1923,2014,1967,2,"2015-02-25 00:00:00",573900,1350,"2 Story","Above Average","Vinyl Siding",1,0,4516
"533",2,0,"Forced Air","Y",6,3,1929,2004,1964,2,"2004-09-24 00:00:00",311700,1134,"2 Story","Average","Vinyl Siding",1,1,2508
"534",1,0,"Hot Water Rad","N",7,3,1923,NA,1954,1.75,"2017-08-10 00:00:00",417200,1264,"2 Story","Average","Shingle",1,0,5000
"535",1,1,"Warm Cool","Y",6,4,1925,1972,1954,2,"1992-12-21 00:00:00",137700,1577,"2 Story","Average","Aluminum",1,1,5711
"536",3,1,"Forced Air","Y",5,4,1925,2017,1982,1,"2017-06-22 00:00:00",776900,1984,"1 Story","Good Quality","Shingle",2,0,3749
"537",1,0,"Hot Water Rad","N",5,2,1923,NA,1954,2,"2005-12-29 00:00:00",294100,1372,"2 Story","Average","Wood Siding",1,0,4219
"538",1,0,"Hot Water Rad","N",6,4,1927,NA,1943,2,"2018-06-28 00:00:00",443000,935,"2 Story","Average","Wood Siding",1,0,2903
"539",1,0,"Hot Water Rad","N",6,3,1935,NA,1957,2,"2004-02-25 00:00:00",207300,1248,"2 Story","Above Average","Common Brick",1,1,3992
"540",2,1,"Forced Air","Y",7,3,1936,NA,1957,2,"2001-08-10 00:00:00",150200,1584,"2 Story","Above Average","Common Brick",1,0,7921
"541",1,0,"Hot Water Rad","N",7,3,1923,1954,1954,2,"2018-06-26 00:00:00",442700,1248,"2 Story","Average","Aluminum",1,0,9170
"542",2,1,"Forced Air","Y",6,3,1949,1963,1952,2,"2014-10-16 00:00:00",413200,1400,"2 Story","Above Average","Common Brick",1,1,6559
"543",2,0,"Warm Cool","Y",6,3,1949,NA,1952,2,"1998-06-05 00:00:00",162000,1544,"2 Story","Above Average","Common Brick",1,1,4938
"544",2,1,"Warm Cool","Y",6,3,1949,2013,1971,2,"2014-09-03 00:00:00",434900,1400,"2 Story","Above Average","Common Brick",1,1,4938
"545",2,1,"Forced Air","Y",6,3,1949,2012,1971,2,"2011-12-12 00:00:00",347700,1400,"2 Story","Above Average","Common Brick",1,1,4938
"546",2,0,"Warm Cool","Y",7,3,1949,NA,1952,2,"2004-03-24 00:00:00",186000,1400,"2 Story","Above Average","Common Brick",1,1,4938
"547",2,0,"Hot Water Rad","N",7,4,1925,1974,1967,1.75,"2017-07-27 00:00:00",624000,1755,"2 Story","Above Average","Aluminum",1,1,5680
"548",4,1,"Warm Cool","Y",10,4,1925,2016,1982,1.75,"2017-04-20 00:00:00",832100,1690,"2 Story","Average","Wood Siding",1,1,5680
"549",3,1,"Forced Air","Y",8,4,1930,2014,1967,3,"2017-07-11 00:00:00",739300,2654,"3 Story","Above Average","Stucco",2,1,8771
"550",2,1,"Forced Air","Y",6,3,1910,2012,1964,2,"2012-07-03 00:00:00",384700,1578,"2 Story","Average","Vinyl Siding",1,0,8571
"551",1,1,"Hot Water Rad","N",6,3,1912,NA,1954,2,"2001-01-25 00:00:00",108500,1194,"2 Story","Average","Shingle",1,1,2218
"552",3,1,"Forced Air","Y",7,3,1920,2006,1967,2,"2015-05-22 00:00:00",537000,1600,"2 Story","Above Average","Vinyl Siding",1,1,5131
"553",1,1,"Hot Water Rad","N",6,2,1933,2013,1954,2,"2013-02-13 00:00:00",312300,1126,"2 Story","Average","Vinyl Siding",1,1,2544
"554",2,1,"Forced Air","Y",7,3,1933,2003,1967,2,"2003-06-27 00:00:00",351100,1680,"2 Story","Above Average","Common Brick",1,2,4670
"555",2,1,"Forced Air","Y",7,4,2000,NA,2006,2,"2004-03-24 00:00:00",389300,2052,"2 Story","Above Average","Common Brick",1,1,5451
"556",1,0,"Hot Water Rad","N",6,3,1939,NA,1954,1.25,"1992-06-05 00:00:00",111300,1080,"1.5 Story Fin","Average","Common Brick",1,1,7051
"557",3,2,"Forced Air","Y",8,4,1994,NA,2002,2,"1994-03-25 00:00:00",184300,3850,"2 Story","Above Average","Common Brick",1,2,14101
"558",1,1,"Forced Air","N",6,3,1948,NA,1961,2,"1992-11-13 00:00:00",126800,1288,"2 Story","Above Average","Common Brick",1,1,6252
"559",1,1,"Forced Air","Y",6,3,1948,2004,1967,2,"2008-07-15 00:00:00",379200,1260,"2 Story","Above Average","Common Brick",1,1,5438
"560",1,1,"Forced Air","Y",6,3,1948,NA,1961,2,"2018-07-10 00:00:00",533700,1368,"2 Story","Above Average","Common Brick",1,1,4967
"561",1,1,"Hot Water Rad","Y",6,2,1948,2003,1970,2,"2004-08-30 00:00:00",323100,1260,"2 Story","Above Average","Common Brick",1,1,4967
"562",2,1,"Forced Air","Y",6,3,1955,2012,1975,2,"2012-07-10 00:00:00",420700,1404,"2 Story","Above Average","Brick/Siding",1,1,4967
"563",2,0,"Forced Air","Y",6,3,1923,2002,1967,2,"2002-07-17 00:00:00",213000,1750,"2 Story","Above Average","Stucco",1,1,4182
"564",2,2,"Warm Cool","Y",8,4,1937,NA,1964,2.5,"2016-03-21 00:00:00",656300,2548,"2.5 Story Unfin","Above Average","Common Brick",1,2,6825
"565",4,1,"Warm Cool","Y",8,4,1936,2006,1967,2,"1998-07-20 00:00:00",194400,2635,"2 Story","Above Average","Brick/Stone",1,2,7338
"566",1,1,"Hot Water Rad","N",7,2,1936,1967,1954,2,"2017-07-03 00:00:00",542100,1550,"2 Story","Above Average","Common Brick",1,2,5206
"567",3,0,"Hot Water Rad","N",7,5,1935,NA,1957,2.25,"2011-03-30 00:00:00",376100,1509,"2 Story","Above Average","Common Brick",1,1,6540
"568",2,0,"Hot Water Rad","N",6,3,1905,NA,1957,2,"2017-06-14 00:00:00",348800,1488,"2 Story","Above Average","Stucco",1,0,4409
"569",1,1,"Forced Air","N",6,3,1924,2014,1967,2,"2014-09-03 00:00:00",393500,1144,"2 Story","Above Average","Aluminum",1,0,3770
"570",2,1,"Hot Water Rad","N",7,4,1911,1992,1964,2.5,"2017-08-17 00:00:00",519500,1680,"2.5 Story Unfin","Average","Shingle",1,1,4970
"571",2,1,"Hot Water Rad","N",9,3,1930,1992,1964,2.5,"1992-03-12 00:00:00",129900,1248,"2.5 Story Unfin","Average","Shingle",1,0,3377
"572",1,1,"Hot Water Rad","Y",8,3,1930,2007,1954,2.5,"2004-01-12 00:00:00",217800,1320,"2.5 Story Unfin","Average","Aluminum",1,1,2500
"573",4,1,"Warm Cool","Y",8,4,1906,2007,1964,2.5,"2007-08-15 00:00:00",518700,1935,"2.5 Story Unfin","Average","Vinyl Siding",1,0,4600
"574",3,1,"Forced Air","Y",6,3,1911,2012,1967,2,"2013-01-02 00:00:00",529500,1619,"2 Story","Above Average","Vinyl Siding",1,0,4600
"575",2,1,"Forced Air","Y",7,4,1911,2006,1967,2.25,"2014-07-15 00:00:00",581900,1583,"2 Story","Above Average","Aluminum",1,0,4600
"576",1,1,"Hot Water Rad","N",6,2,1909,NA,1954,2,"2005-11-16 00:00:00",363900,1183,"2 Story","Average","Brick Veneer",1,0,4600
"577",1,0,"Hot Water Rad","N",7,4,1929,2013,1964,1.5,"2013-10-02 00:00:00",363200,1398,"1.5 Story Fin","Above Average","Stucco",1,1,3574
"578",1,1,"Forced Air","Y",6,3,1941,NA,1954,2,"1996-10-09 00:00:00",104600,1144,"2 Story","Average","Common Brick",1,1,4163
"579",2,0,"Forced Air","Y",6,3,1927,2013,1964,1,"2013-05-23 00:00:00",304800,805,"1 Story","Average","Vinyl Siding",1,0,5290
"580",2,1,"Hot Water Rad","Y",10,6,1906,2006,1967,2,"2006-05-10 00:00:00",575900,3280,"2 Story","Above Average","Vinyl Siding",1,1,16000
"581",4,1,"Forced Air","Y",7,4,1915,2010,1967,2,"2017-05-09 00:00:00",718800,3036,"2 Story","Above Average","Stone/Siding",1,1,8000
"582",2,1,"Forced Air","Y",7,4,1915,2003,1967,2,"2003-07-21 00:00:00",344600,1962,"2 Story","Above Average","Vinyl Siding",1,0,8000
"583",1,1,"Warm Cool","Y",7,3,1922,NA,1964,1.5,"2001-04-24 00:00:00",166100,1958,"1.5 Story Fin","Above Average","Aluminum",1,1,14280
"584",2,0,"Hot Water Rad","N",6,4,1935,2012,1967,2.25,"2012-04-25 00:00:00",390300,1300,"2.5 Story Fin","Above Average","Common Brick",1,1,4313
"585",3,1,"Forced Air","Y",8,4,1936,2014,1967,2.25,"2015-09-23 00:00:00",594500,1595,"2.5 Story Fin","Above Average","Common Brick",1,2,4411
"586",2,0,"Hot Water Rad","N",5,3,1931,NA,1954,1.5,"2011-06-06 00:00:00",252400,1037,"1.5 Story Fin","Average","Common Brick",1,0,3789
"587",3,0,"Forced Air","Y",6,3,1935,NA,1966,1.5,"2017-07-27 00:00:00",554200,1117,"1.5 Story Fin","Above Average","Common Brick",1,1,3800
"588",1,0,"Warm Cool","Y",6,3,1923,NA,1954,2,"1999-03-25 00:00:00",75500,1037,"2 Story","Average","Stucco",1,0,3608
"589",3,1,"Forced Air","Y",7,4,1924,2014,1964,2,"2014-03-06 00:00:00",591200,1271,"2 Story","Average","Vinyl Siding",1,0,3268
"590",1,1,"Gravity Furnac","N",7,3,1924,NA,1954,2,"2005-11-25 00:00:00",363300,1463,"2 Story","Average","Vinyl Siding",1,1,2876
"591",2,1,"Warm Cool","Y",9,5,1940,NA,1954,2.5,"1995-10-31 00:00:00",180300,1606,"2.5 Story Fin","Above Average","Common Brick",1,1,4827
"592",2,0,"Forced Air","Y",8,3,1923,2007,1964,2,"2015-12-04 00:00:00",432300,939,"2 Story","Average","Vinyl Siding",1,0,8253
"593",2,0,"Hot Water Rad","N",5,2,1923,NA,1954,2,"2001-11-14 00:00:00",157300,988,"2 Story","Average","Aluminum",1,0,6437
"594",4,0,"Ht Pump","Y",7,4,2011,NA,2013,2,"2011-12-13 00:00:00",350900,1512,"2 Story","Average","Brick/Siding",1,0,2000
"595",1,1,"Hot Water Rad","N",9,3,1925,1975,1954,2,"2006-11-07 00:00:00",364400,1342,"2 Story","Average","Aluminum",1,0,8253
"596",3,1,"Forced Air","Y",7,3,1925,2015,1967,2,"2015-12-16 00:00:00",666600,1731,"2 Story","Above Average","Vinyl Siding",1,0,8253
"597",1,0,"Hot Water Rad","N",6,3,1925,2006,1957,2,"2007-01-18 00:00:00",316000,1342,"2 Story","Above Average","Vinyl Siding",1,0,3963
"598",2,1,"Forced Air","Y",8,3,1925,2004,1967,2,"2004-09-24 00:00:00",364500,1482,"2 Story","Above Average","Vinyl Siding",1,0,3629
"599",1,1,"Forced Air","Y",6,3,1925,2003,1967,2,"2003-12-09 00:00:00",219700,1102,"2 Story","Above Average","Stone",1,0,8253
"600",3,1,"Hot Water Rad","Y",6,4,1925,NA,1967,2,"2017-08-23 00:00:00",489000,1406,"2 Story","Above Average","Vinyl Siding",1,0,8253
"601",3,1,"Forced Air","Y",7,4,2014,NA,2015,2.25,"2014-01-13 00:00:00",626800,3124,"2 Story","Above Average","Brick/Stucco",1,1,14200
"602",3,1,"Forced Air","Y",7,4,1927,2014,1964,2,"2015-03-03 00:00:00",597300,1848,"2 Story","Average","Vinyl Siding",1,0,4140
"603",1,0,"Hot Water Rad","N",6,3,1927,NA,1954,2,"1992-04-13 00:00:00",122600,968,"2 Story","Average","Brick/Siding",1,0,4140
"604",2,2,"Forced Air","Y",7,3,1927,2004,1964,2,"2006-12-05 00:00:00",466200,1256,"2 Story","Average","Vinyl Siding",1,1,4140
"605",2,0,"Ht Pump","Y",7,4,1931,2014,1964,2,"2015-03-06 00:00:00",485100,1426,"2 Story","Average","Common Brick",1,1,3120
"606",1,0,"Hot Water Rad","N",6,3,1930,2013,1964,1.75,"2013-02-25 00:00:00",408400,1313,"2 Story","Average","Brick/Siding",1,1,7876
"607",2,0,"Hot Water Rad","N",7,4,1935,NA,1954,2,"1999-01-20 00:00:00",166700,1536,"2 Story","Average","Common Brick",1,1,7764
"608",3,1,"Hot Water Rad","N",9,6,1921,NA,1947,2,"2015-03-23 00:00:00",484500,2342,"2 Story","Above Average","Stone/Stucco",1,2,5400
"609",2,1,"Forced Air","Y",6,3,1923,NA,1964,2,"2001-12-27 00:00:00",207300,1820,"2 Story","Average","Aluminum",1,1,5400
"610",2,1,"Forced Air","Y",6,3,1964,NA,1979,1,"2007-07-10 00:00:00",511100,2092,"1 Story","Average","Common Brick",1,2,7679
"611",1,1,"Hot Water Rad","N",7,3,1921,1995,1954,2,"1996-01-17 00:00:00",129300,1549,"2 Story","Average","Wood Siding",1,1,5635
"612",1,1,"Hot Water Rad","N",6,3,1922,1968,1964,2.5,"2002-08-06 00:00:00",229700,1723,"2.5 Story Unfin","Average","Aluminum",1,1,4260
"613",2,0,"Warm Cool","Y",8,4,1908,NA,1954,2,"2018-06-29 00:00:00",585200,2342,"2 Story","Average","Stucco",1,1,6900
"614",3,1,"Warm Cool","Y",6,4,1949,2012,1971,2,"1998-06-24 00:00:00",163600,2408,"2 Story","Above Average","Common Brick",1,1,4938
"615",2,0,"Warm Cool","Y",6,3,1949,1990,1971,2,"2003-09-16 00:00:00",314300,1400,"2 Story","Above Average","Common Brick",1,1,6466
"616",2,0,"Warm Cool","Y",6,3,1939,1968,1947,2.5,"2007-08-02 00:00:00",426500,1426,"2.5 Story Fin","Above Average","Common Brick",1,1,4408
"617",3,1,"Forced Air","Y",8,5,1941,2017,1967,2.5,"2017-06-08 00:00:00",719400,1675,"2.5 Story Fin","Above Average","Common Brick",2,1,4193
"618",1,1,"Hot Water Rad","N",6,3,1927,1972,1954,2,"2001-07-26 00:00:00",161800,1386,"2 Story","Average","Stone Veneer",1,1,4662
"619",3,0,"Hot Water Rad","N",7,3,1928,1990,1954,2,"2016-01-20 00:00:00",471100,1732,"2 Story","Average","Vinyl Siding",1,0,8371
"620",1,1,"Forced Air","Y",7,3,1928,2005,1964,2,"2005-07-28 00:00:00",486000,1386,"2 Story","Average","Aluminum",1,1,5499
"621",2,0,"Forced Air","Y",6,3,1933,2012,1964,2,"2012-08-01 00:00:00",371600,1069,"2 Story","Average","Common Brick",1,1,5077
"622",3,1,"Forced Air","Y",7,4,1931,2010,1964,2,"2004-03-23 00:00:00",247000,1708,"2 Story","Average","Aluminum",1,0,4891
"623",3,1,"Forced Air","Y",8,5,1932,2012,1964,2,"2013-03-18 00:00:00",483100,1954,"2 Story","Average","Common Brick",1,1,6825
"624",3,1,"Ht Pump","Y",7,4,1927,2011,1967,2,"2011-09-20 00:00:00",430300,1800,"2 Story","Above Average","Brick/Siding",1,0,7587
"625",2,0,"Forced Air","Y",6,3,1927,2013,1959,1,"2016-12-22 00:00:00",444500,1006,"1 Story","Fair Quality","Brick/Siding",1,0,4000
"626",2,0,"Warm Cool","Y",6,3,1949,NA,1968,2,"2016-12-28 00:00:00",540300,1900,"2 Story","Above Average","Common Brick",1,1,5556
"627",2,0,"Warm Cool","Y",6,3,1949,NA,1952,2,"1999-02-12 00:00:00",164300,1400,"2 Story","Above Average","Common Brick",1,1,5323
"628",3,0,"Forced Air","Y",6,3,1950,2016,1969,2,"2016-11-17 00:00:00",633300,1706,"2 Story","Average","Common Brick",1,1,6153
"629",2,2,"Hot Water Rad","N",8,6,1929,NA,1964,2.5,"2003-09-30 00:00:00",281700,2033,"2.5 Story Fin","Above Average","Common Brick",1,1,6351
"630",2,0,"Hot Water Rad","Y",6,3,1928,2004,1964,2,"2016-12-30 00:00:00",535100,1106,"2 Story","Average","Wood Siding",1,0,3551
"631",1,1,"Hot Water Rad","N",6,2,1923,1971,1954,1.25,"2004-04-23 00:00:00",247600,1046,"1.5 Story Fin","Average","Vinyl Siding",1,1,5633
"632",3,1,"Hot Water Rad","Y",6,3,1926,2016,1967,2,"2017-04-05 00:00:00",627100,1326,"2 Story","Above Average","Vinyl Siding",1,1,2650
"633",2,0,"Forced Air","N",8,3,1924,1965,1957,2,"2007-01-04 00:00:00",344100,1672,"2 Story","Above Average","Aluminum",2,0,3235
"634",3,1,"Forced Air","Y",7,4,2011,NA,2013,2,"2011-03-07 00:00:00",459500,2006,"2 Story","Above Average","Hardboard",1,0,3298
"635",3,1,"Forced Air","Y",8,5,1927,2015,1964,2,"2015-07-07 00:00:00",694100,1944,"2 Story","Average","Vinyl Siding",1,0,3018
"636",1,1,"Forced Air","Y",6,2,1930,2002,1980,2,"2003-01-02 00:00:00",228900,1144,"2 Story","Above Average","Vinyl Siding",1,1,2457
"637",1,1,"Hot Water Rad","N",6,3,1932,2003,1967,2,"2003-09-10 00:00:00",209000,1144,"2 Story","Above Average","Vinyl Siding",1,0,2284
"638",3,0,"Forced Air","Y",7,4,1936,2012,1964,2,"2012-06-12 00:00:00",387800,1310,"2 Story","Average","Vinyl Siding",1,0,6450
"639",3,0,"Forced Air","Y",8,5,1925,2006,1964,2,"2018-03-28 00:00:00",552400,1134,"2 Story","Average","Vinyl Siding",1,1,3290
"640",3,0,"Forced Air","Y",7,4,1940,2014,1967,2,"2014-08-04 00:00:00",581400,1620,"2 Story","Above Average","Vinyl Siding",1,1,9737
"641",2,1,"Forced Air","Y",6,3,1935,2011,1964,2,"2011-12-28 00:00:00",284200,1188,"2 Story","Average","Vinyl Siding",1,0,3119
"642",2,0,"Forced Air","Y",7,3,1956,NA,1973,1,"2017-06-19 00:00:00",426300,936,"1 Story","Average","Common Brick",1,1,6730
"643",3,1,"Forced Air","Y",7,4,2011,NA,2014,2,"2012-01-11 00:00:00",493800,1924,"2 Story","Above Average","Stone/Siding",1,1,2799
"644",1,1,"Hot Water Rad","N",5,2,1947,NA,1947,1,"2004-01-16 00:00:00",147700,624,"1 Story","Average","Common Brick",1,1,2799
"645",1,1,"Forced Air","Y",6,3,1951,NA,1961,2,"2014-06-16 00:00:00",343100,1620,"2 Story","Average","Common Brick",1,1,2851
"646",3,1,"Forced Air","Y",7,4,1956,2015,1976,2,"2016-04-27 00:00:00",762000,2432,"2 Story","Above Average","Brick/Siding",1,0,8329
"647",1,1,"Hot Water Rad","N",7,3,1935,NA,1954,2,"2003-01-03 00:00:00",166500,1188,"2 Story","Average","Wood Siding",1,1,6450
"648",1,0,"Hot Water Rad","N",6,3,1935,NA,1954,2,"2014-09-15 00:00:00",308300,1188,"2 Story","Average","Vinyl Siding",1,1,6239
"649",2,1,"Hot Water Rad","Y",8,3,1900,2015,1964,2.5,"2016-06-06 00:00:00",677900,1984,"2.5 Story Fin","Average","Shingle",1,0,5000
"650",3,1,"Warm Cool","Y",10,5,1905,NA,1960,2.5,"2005-09-21 00:00:00",540700,2335,"2.5 Story Fin","Good Quality","Common Brick",1,1,4649
"651",4,1,"Ht Pump","Y",10,4,1900,2014,1984,2,"2015-09-22 00:00:00",835600,2488,"2 Story","Above Average","Hardboard",1,0,7290
"652",1,0,"Hot Water Rad","N",6,3,1934,2007,1964,2,"2006-07-06 00:00:00",359200,1412,"2 Story","Above Average","Common Brick",1,1,3123
"653",2,1,"Hot Water Rad","N",6,3,1935,2004,1967,2.5,"2014-10-22 00:00:00",454100,1204,"2.5 Story Fin","Above Average","Common Brick",1,1,3740
"654",2,1,"Hot Water Rad","Y",6,4,1934,2003,1967,2,"2016-04-22 00:00:00",588900,1952,"2 Story","Above Average","Common Brick",1,1,4433
"655",3,1,"Forced Air","Y",8,4,1932,2018,1967,2,"2018-01-10 00:00:00",718700,1717,"2 Story","Above Average","Common Brick",1,1,2646
"656",2,0,"Forced Air","Y",6,3,1925,2010,1964,1,"2010-06-15 00:00:00",285000,868,"1 Story","Average","Vinyl Siding",1,0,3985
"657",1,0,"Hot Water Rad","Y",6,3,1926,2007,1964,2,"2005-07-21 00:00:00",330300,1296,"2 Story","Average","Stucco",1,1,4200
"658",3,1,"Warm Cool","Y",8,4,1925,2017,1964,2,"2017-08-03 00:00:00",667000,1250,"2 Story","Average","Wood Siding",1,1,3630
"659",1,0,"Warm Cool","Y",8,2,1923,NA,1957,2,"2007-05-21 00:00:00",512600,1720,"2 Story","Above Average","Vinyl Siding",1,1,7100
"660",2,1,"Forced Air","Y",6,3,1924,2008,1964,2,"2018-06-13 00:00:00",604600,1300,"2 Story","Average","Vinyl Siding",1,1,2249
"661",2,0,"Hot Water Rad","N",8,3,1915,1992,1964,1.5,"1997-12-24 00:00:00",132900,1556,"1.5 Story Fin","Average","Aluminum",1,1,4000
"662",3,1,"Forced Air","Y",7,4,1955,2017,1975,2,"2017-10-26 00:00:00",791700,1981,"2 Story","Above Average","Shingle",1,1,8133
"663",1,0,"Hot Water Rad","N",5,2,1925,NA,1954,1.5,"1995-12-27 00:00:00",76900,1352,"1.5 Story Fin","Average","Vinyl Siding",1,0,4636
"664",1,0,"Warm Cool","Y",6,3,1932,1984,1954,2,"2009-11-12 00:00:00",299900,1251,"2 Story","Above Average","Common Brick",1,1,3150
"665",2,0,"Hot Water Rad","N",7,3,1931,NA,1947,2,"1995-06-27 00:00:00",153500,1334,"2 Story","Above Average","Common Brick",1,1,2629
"666",5,1,"Warm Cool","Y",10,5,1908,2017,1964,2.5,"2017-10-26 00:00:00",840500,2519,"2.5 Story Fin","Average","Vinyl Siding",1,1,5750
"667",1,1,"Elec Base Brd","Y",6,2,1922,2003,1964,1.25,"2003-12-30 00:00:00",272900,1174,"1.5 Story Fin","Average","Aluminum",2,1,3000
"668",4,1,"Forced Air","Y",8,5,1913,2014,1967,2.25,"2018-03-23 00:00:00",907900,2006,"2 Story","Above Average","Wood Siding",1,1,5175
"669",2,0,"Hot Water Rad","N",6,3,1925,NA,1954,2,"2006-06-26 00:00:00",397700,1561,"2 Story","Average","Wood Siding",1,1,4000
"670",2,1,"Forced Air","Y",8,3,1948,2018,1970,2,"2016-06-17 00:00:00",404000,1502,"2 Story","Above Average","Common Brick",1,1,3372
"671",2,3,"Warm Cool","Y",7,4,1962,NA,1980,2,"2008-02-07 00:00:00",527600,2217,"2 Story","Above Average","Common Brick",1,1,7036
"672",1,1,"Warm Cool","Y",7,3,1949,NA,1971,2,"2015-08-17 00:00:00",401900,1318,"2 Story","Above Average","Common Brick",1,1,2625
"673",3,0,"Hot Water Rad","Y",7,4,1938,2006,1964,1.25,"2006-12-21 00:00:00",482600,1302,"1.5 Story Fin","Average","Common Brick",1,1,4140
"674",1,2,"Hot Water Rad","N",7,3,1923,NA,1957,2.25,"2016-07-06 00:00:00",502000,2070,"2 Story","Above Average","Stone/Siding",1,2,6786
"675",2,0,"Hot Water Rad","N",9,3,1919,NA,1954,1.5,"2018-05-24 00:00:00",412700,1455,"1.5 Story Fin","Average","Shingle",1,1,6401
"676",1,0,"Hot Water Rad","N",7,4,1933,2010,1964,2.25,"2010-05-13 00:00:00",355000,1635,"2 Story","Average","Common Brick",1,1,4765
"677",4,0,"Forced Air","Y",6,3,1936,2016,1964,2,"2017-01-23 00:00:00",615500,1496,"2 Story","Average","Common Brick",1,1,5143
"678",2,0,"Forced Air","Y",6,3,1929,NA,1964,2,"2003-12-22 00:00:00",282600,1267,"2 Story","Average","Stucco",1,1,5499
"679",1,0,"Hot Water Rad","N",10,4,1929,NA,1954,2.25,"1994-05-25 00:00:00",135100,1631,"2.5 Story Fin","Average","Stucco",1,1,3513
"680",1,1,"Hot Water Rad","N",9,4,1929,NA,1954,2,"2006-06-01 00:00:00",389700,1783,"2 Story","Average","Vinyl Siding",1,1,3254
"681",2,2,"Hot Water Rad","N",9,3,1929,1971,1964,2.5,"2003-10-31 00:00:00",267100,1760,"2.5 Story Unfin","Average","Stucco",1,1,4564
"682",1,0,"Hot Water Rad","N",6,3,1929,NA,1957,2,"2018-05-30 00:00:00",373100,1386,"2 Story","Above Average","Stucco",1,1,5891
"683",1,0,"Hot Water Rad","N",6,3,1927,1967,1954,2,"2004-11-04 00:00:00",242000,1022,"2 Story","Average","Aluminum",1,1,2588
"684",2,0,"Hot Water Rad","N",6,3,1935,2015,1964,2,"2015-04-24 00:00:00",419800,900,"2 Story","Average","Common Brick",1,0,2588
"685",3,1,"Forced Air","Y",7,4,1925,2014,1964,2,"2015-09-21 00:00:00",617200,1604,"2 Story","Average","Vinyl Siding",1,0,2588
"686",3,0,"Forced Air","Y",6,3,1925,2011,1964,2,"2014-04-14 00:00:00",431600,926,"2 Story","Average","Vinyl Siding",1,0,2588
"687",1,0,"Forced Air","N",5,2,1925,NA,1947,1,"2010-01-14 00:00:00",227100,900,"1 Story","Fair Quality","Shingle",1,0,6387
"688",4,0,"Forced Air","Y",6,3,1925,2007,1964,2,"2016-01-13 00:00:00",615200,1750,"2 Story","Average","Wood Siding",1,0,6387
"689",1,0,"Hot Water Rad","N",6,2,1926,1969,1954,1.5,"1998-12-15 00:00:00",124900,1885,"1.5 Story Fin","Average","Vinyl Siding",1,1,7750
"690",4,1,"Forced Air","Y",9,6,1928,2015,1967,2.5,"2016-02-29 00:00:00",816000,2160,"2.5 Story Fin","Above Average","Shingle",1,1,3750
"691",4,1,"Forced Air","Y",8,5,1908,2013,1967,2,"2013-08-28 00:00:00",751900,3218,"2 Story","Above Average","Vinyl Siding",1,1,10650
"692",2,1,"Hot Water Rad","N",7,3,1928,NA,1964,2.5,"2016-10-11 00:00:00",521900,1682,"2.5 Story Unfin","Average","Vinyl Siding",1,1,5000
"693",2,0,"Warm Cool","Y",7,3,1950,NA,1963,2,"2008-07-23 00:00:00",363300,1400,"2 Story","Above Average","Common Brick",1,1,2843
"694",3,1,"Warm Cool","Y",6,3,1950,NA,1960,2,"2016-10-14 00:00:00",549000,1544,"2 Story","Above Average","Common Brick",1,1,6213
"695",3,1,"Warm Cool","Y",6,3,1950,2002,1960,2,"1993-05-27 00:00:00",149100,2400,"2 Story","Above Average","Common Brick",1,1,4900
"696",3,1,"Warm Cool","Y",6,3,1950,2006,1971,2,"2012-08-07 00:00:00",450700,1940,"2 Story","Above Average","Common Brick",1,1,4900
"697",2,1,"Warm Cool","Y",7,3,1950,NA,1960,2,"1998-07-15 00:00:00",171400,1544,"2 Story","Above Average","Common Brick",1,1,4900
"698",2,0,"Warm Cool","Y",6,3,1950,NA,1971,2,"1995-07-06 00:00:00",168000,1400,"2 Story","Above Average","Common Brick",1,1,4900
"699",3,1,"Forced Air","Y",5,5,1927,2005,1964,2,"2005-10-27 00:00:00",529800,1572,"2 Story","Average","Vinyl Siding",1,1,5330
"700",2,0,"Hot Water Rad","Y",6,2,1927,2001,1954,1,"2004-11-09 00:00:00",232800,1001,"1 Story","Average","Shingle",1,0,5330
"701",1,0,"Forced Air","N",7,3,1928,NA,1957,2,"2000-09-27 00:00:00",137400,1648,"2 Story","Above Average","Wood Siding",1,1,2796
"702",3,0,"Hot Water Rad","N",6,3,1926,NA,1964,1.5,"2000-12-19 00:00:00",130100,1440,"1.5 Story Fin","Average","Shingle",1,0,8129
"703",4,1,"Forced Air","Y",8,6,1922,2016,1978,2,"2017-01-24 00:00:00",847900,2453,"2 Story","Average","Aluminum",1,0,10408
"704",3,0,"Forced Air","Y",6,4,1910,2004,1982,2,"2004-07-16 00:00:00",412900,2109,"2 Story","Average","Stucco",1,0,5785
"705",2,0,"Hot Water Rad","Y",6,4,1926,NA,1964,2,"2005-03-18 00:00:00",398500,1468,"2 Story","Average","Vinyl Siding",1,0,5250
